species,location,time,description,sex,feather_color,time_parsed,year,month,hour,description_length,color_count
Little Blue Heron,United States,20-04-2011 09:10,"A medium-sized heron with a blue-gray plumage and a slender, curved bill",Unknown,Blue-gray,2011-04-20 09:10:00,2011,4,9,72,1
Burrowing Owl,United States,18-09-2003 12:40,A small owl with a brown and white spotted plumage and long legs,Unknown,Brown and White,2003-09-18 12:40:00,2003,9,12,64,2
Northern Harrier,United States,26-06-2008 14:20,"A medium-sized hawk with a brown plumage, a white rump, and a distinctive owl-like face",Unknown,Brown and White,2008-06-26 14:20:00,2008,6,14,87,2
Snowy Egret,United States,01-07-2005 08:45,"A small egret with a white plumage, black legs, and a slender black bill",Unknown,White and Black,2005-07-01 08:45:00,2005,7,8,72,2
Eastern Screech Owl,United States,09-02-2012 16:55,A small owl with a gray or reddish-brown plumage and distinctive ear tufts,Unknown,Gray or Reddish-brown,2012-02-09 16:55:00,2012,2,16,74,1
Clapper Rail,United States,13-10-2004 11:25,"A medium-sized rail bird with a mottled brown plumage and a long, downward-curved bill",Unknown,Brown,2004-10-13 11:25:00,2004,10,11,86,1
Common Loon,United States,15-05-2009 14:50,A large diving bird with a black and white checkered back and a distinctive call,Unknown,Black and White,2009-05-15 14:50:00,2009,5,14,80,2
Red-throated Loon,United States,03-08-2006 09:15,"A medium-sized diving bird with a gray plumage, a reddish throat, and a slender bill",Unknown,Gray and Red,2006-08-03 09:15:00,2006,8,9,84,2
Marbled Godwit,United States,05-04-2011 12:35,"A large shorebird with a brown and buff-colored plumage, a long, upturned bill, and a barred tail",Unknown,Brown and Buff,2011-04-05 12:35:00,2011,4,12,97,2
Short-billed Dowitcher,United States,22-09-2003 14:00,"A medium-sized shorebird with a brown and white plumage, a long, straight bill, and a distinctive whistling call",Unknown,Brown and White,2003-09-22 14:00:00,2003,9,14,112,2
Semipalmated Sandpiper,United States,30-06-2008 16:20,"A small sandpiper with a gray and white plumage, a short, straight bill, and partially webbed feet",Unknown,Gray and White,2008-06-30 16:20:00,2008,6,16,98,2
Least Sandpiper,United States,09-07-2005 09:40,"A small sandpiper with a brown and white plumage, a short, slightly curved bill, and yellowish legs",Unknown,Brown and White,2005-07-09 09:40:00,2005,7,9,99,2
Wilson's Snipe,United States,15-02-2012 12:10,"A medium-sized shorebird with a mottled brown plumage, a long bill, and a drumming sound produced during courtship",Unknown,Brown,2012-02-15 12:10:00,2012,2,12,114,1
Laughing Gull,United States,25-10-2004 14:35,"A medium-sized gull with a gray back, a white head, and a distinctive loud, laughing call",Unknown,Gray and White,2004-10-25 14:35:00,2004,10,14,89,2
Ring-billed Gull,United States,25-05-2009 16:50,"A medium-sized gull with a white plumage, a gray back, and a black ring around its yellow bill",Unknown,White and Gray,2009-05-25 16:50:00,2009,5,16,94,2
Herring Gull,United States,10-08-2006 09:30,"A large gull with a gray back, a white head, and a yellow bill with a red spot",Unknown,Gray and White,2006-08-10 09:30:00,2006,8,9,78,2
Caspian Tern,United States,28-03-2011 11:55,"A large tern with a white plumage, a black cap, and a distinctive red bill",Unknown,White and Black,2011-03-28 11:55:00,2011,3,11,74,2
Least Tern,United States,08-09-2003 14:20,"A small tern with a white plumage, a black cap, and a yellow bill",Unknown,White and Black,2003-09-08 14:20:00,2003,9,14,65,2
Common Tern,United States,18-05-2008 16:45,"A medium-sized tern with a white plumage, a black cap, and a red bill",Unknown,White and Black,2008-05-18 16:45:00,2008,5,16,69,2
Forster's Tern,United States,25-06-2009 09:10,"A medium-sized tern with a white plumage, a black cap, and a distinctive forked tail",Unknown,White and Black,2009-06-25 09:10:00,2009,6,9,84,2
Black Skimmer,United States,17-07-2012 12:40,"A medium-sized tern with a black back, a white underside, and a distinctive red and black bill",Unknown,Black and White,2012-07-17 12:40:00,2012,7,12,94,2
Rock Pigeon,United States,01-09-2004 14:05,"A medium-sized pigeon with a gray plumage, a white rump, and iridescent feathers on the neck",Unknown,Gray,2004-09-01 14:05:00,2004,9,14,92,1
Eurasian Collared-Dove,United States,07-02-2011 16:30,"A medium-sized dove with a grayish-brown plumage, a distinctive black collar, and a long, tapered tail",Unknown,Grayish-brown,2011-02-07 16:30:00,2011,2,16,102,1
White-winged Dove,United States,14-08-2006 09:55,"A medium-sized dove with a gray-brown plumage, a white wing patch, and a long, pointed tail",Unknown,Gray-brown,2006-08-14 09:55:00,2006,8,9,91,1
Mourning Dove,United States,25-03-2009 12:20,"A medium-sized dove with a gray-brown plumage, a slender bill, and a mournful cooing call",Unknown,Gray-brown,2009-03-25 12:20:00,2009,3,12,89,1
Eastern Whip-poor-will,United States,10-11-2004 14:40,"A medium-sized nocturnal bird with a mottled brown plumage and a distinctive ""whip-poor-will"" call,Unknown,Brown",Unknown,Brown,2004-11-10 14:40:00,2004,11,14,112,1
Chimney Swift,United States,25-06-2011 16:15,"A small swift with a dark brown plumage, a slender body, and rapid, erratic flight",Unknown,Dark Brown,2011-06-25 16:15:00,2011,6,16,82,1
Ruby-throated Hummingbird,United States,01-08-2003 09:55,"A small hummingbird with a green plumage, a distinctive ruby-red throat, and wings that beat rapidly",Unknown,Green and Ruby-red,2003-08-01 09:55:00,2003,8,9,100,2
Belted Kingfisher,United States,15-04-2008 12:30,"A medium-sized bird with a blue-gray plumage, a shaggy crest, and a loud rattling call",Unknown,Blue-gray,2008-04-15 12:30:00,2008,4,12,86,1
Red-headed Woodpecker,United States,05-06-2005 14:35,"A medium-sized woodpecker with a black back, a white belly, and a distinctive red head",Unknown,"Black, White, and Red",2005-06-05 14:35:00,2005,6,14,86,3
Red-bellied Woodpecker,United States,20-01-2012 09:55,"A medium-sized woodpecker with a black and white striped back, a red cap, and a distinctive ""churr"" call,Unknown,Black, White, and Red",Unknown,"Black, White, and Red",2012-01-20 09:55:00,2012,1,9,134,3
Yellow-bellied Sapsucker,United States,05-09-2004 12:10,"A medium-sized woodpecker with a black and white plumage, a red cap, and a yellow belly",Unknown,"Black, White, and Red",2004-09-05 12:10:00,2004,9,12,87,3
Downy Woodpecker,United States,05-06-2011 14:35,"A small woodpecker with a black and white plumage, a small bill, and a drumming call",Unknown,Black and White,2011-06-05 14:35:00,2011,6,14,84,2
Hairy Woodpecker,United States,05-08-2006 16:55,"A medium-sized woodpecker with a black and white plumage, a longer bill than the Downy Woodpecker, and a distinctive ""peek"" call,Unknown,Black and White",Unknown,Black and White,2006-08-05 16:55:00,2006,8,16,152,2
Northern Flicker,United States,25-03-2009 09:55,"A medium-sized woodpecker with a brown plumage, a black crescent on its chest, and a loud ""wick-a-wick-a-wick"" call,Unknown,Brown and Black",Unknown,Brown and Black,2009-03-25 09:55:00,2009,3,9,139,2
Pileated Woodpecker,United States,05-11-2004 12:10,"A large woodpecker with a black body, a red crest, and a distinctive ""kuk-kuk-kuk-kuk"" call,Unknown,Black and Red",Unknown,Black and Red,2004-11-05 12:10:00,2004,11,12,113,2
American Kestrel,United States,12-01-2011 14:35,"A small falcon with a reddish-brown back, a white underside, and a distinctive hovering flight",Unknown,Reddish-brown and White,2011-01-12 14:35:00,2011,1,14,94,2
Merlin,United States,21-07-2006 16:55,"A small falcon with a dark gray back, a white underside, and rapid flight",Unknown,Dark Gray and White,2006-07-21 16:55:00,2006,7,16,73,2
Peregrine Falcon,United States,05-02-2009 09:55,"A medium-sized falcon with a blue-gray back, a white underside, and powerful wings",Unknown,Blue-gray and White,2009-02-05 09:55:00,2009,2,9,82,2
Roseate Spoonbill,United States,13-10-2004 12:10,"A large wading bird with a pink plumage, a distinctive spoon-shaped bill, and a slow, graceful flight",Unknown,Pink,2004-10-13 12:10:00,2004,10,12,101,1
Great Blue Heron,United States,08-05-2011 14:35,"A large heron with a blue-gray plumage, a long neck, and a slow, deliberate flight",Unknown,Blue-gray,2011-05-08 14:35:00,2011,5,14,82,1
Great Egret,United States,23-06-2006 16:55,"A large egret with a white plumage, a long neck, and a distinctive S-shaped flight pattern",Unknown,White,2006-06-23 16:55:00,2006,6,16,90,1
Snowy Egret,United States,28-02-2009 09:55,"A small egret with a white plumage, black legs, and a slender black bill",Unknown,White and Black,2009-02-28 09:55:00,2009,2,9,72,2
Little Blue Heron,United States,09-10-2004 12:10,"A medium-sized heron with a blue-gray plumage, a slender bill, and a slow, stalking movement",Unknown,Blue-gray,2004-10-09 12:10:00,2004,10,12,92,1
Tricolored Heron,United States,12-04-2011 14:35,"A medium-sized heron with a blue-gray back, a white belly, and a distinctive three-colored plumage",Unknown,"Blue-gray, White, and Rusty",2011-04-12 14:35:00,2011,4,14,98,3
Reddish Egret,United States,15-06-2006 16:55,"A medium-sized heron with a mottled gray plumage, a shaggy crest, and a distinctive dancing-like foraging behavior",Unknown,Gray,2006-06-15 16:55:00,2006,6,16,114,1
Green Heron,United States,01-01-2009 09:55,"A small heron with a greenish-gray plumage, a long, slender neck, and a secretive nature",Unknown,Greenish-gray,2009-01-01 09:55:00,2009,1,9,88,1
Black-crowned Night-Heron,United States,05-09-2004 12:10,"A medium-sized heron with a black cap, a gray body, and a distinctive ""quok"" call,Unknown,Black and Gray",Unknown,Black and Gray,2004-09-05 12:10:00,2004,9,12,104,2
Glossy Ibis,United States,06-05-2011 14:35,"A medium-sized wading bird with a dark brown plumage, a long, curved bill, and a metallic sheen",Unknown,Dark Brown,2011-05-06 14:35:00,2011,5,14,95,1
White-faced Ibis,United States,01-06-2006 16:55,"A medium-sized wading bird with a chestnut plumage, a white face, and a downward-curved bill",Unknown,Chestnut and White,2006-06-01 16:55:00,2006,6,16,92,2
Black Vulture,United States,20-01-2009 09:55,"A large vulture with a black plumage, a bald head, and a scavenging nature",Unknown,Black,2009-01-20 09:55:00,2009,1,9,74,1
Turkey Vulture,United States,09-09-2004 12:10,"A large vulture with a blackish-brown plumage, a red head, and a soaring flight",Unknown,Blackish-brown and Red,2004-09-09 12:10:00,2004,9,12,79,2
Osprey,United States,10-04-2011 14:35,"A large bird of prey with a brown and white plumage, a distinctive ""cheer-cheer"" call, and a hovering flight,Unknown,Brown and White, and a hovering flight",Unknown,Brown and White,2011-04-10 14:35:00,2011,4,14,155,2
Bald Eagle,United States,25-06-2006 16:55,"A large bird of prey with a brown body, a white head, a hooked yellow bill, and a soaring flight",Unknown,Brown and White,2006-06-25 16:55:00,2006,6,16,96,2
Northern Harrier,United States,15-01-2009 09:55,"A medium-sized hawk with a brown plumage, a white rump, a distinctive owl-like face, and a low-flying, hovering flight",Unknown,Brown and White,2009-01-15 09:55:00,2009,1,9,118,2
Sharp-shinned Hawk,United States,17-09-2004 12:10,"A small hawk with a gray-blue back, a rusty-red barred belly, and a rapid, agile flight",Unknown,Gray-blue and Rusty-red,2004-09-17 12:10:00,2004,9,12,87,2
Cooper's Hawk,United States,05-04-2011 14:35,"A medium-sized hawk with a bluish-gray back, a rusty-red barred belly, and a distinctive rounded tail",Unknown,Bluish-gray and Rusty-red,2011-04-05 14:35:00,2011,4,14,101,2
Red-tailed Hawk,United States,07-06-2006 16:55,"A large hawk with a brown back, a red tail, and a soaring flight",Unknown,Brown and Red,2006-06-07 16:55:00,2006,6,16,64,2
Rough-legged Hawk,United States,29-01-2009 09:55,"A medium-sized hawk with a mottled brown plumage, a white belly, and feathered legs",Unknown,Brown and White,2009-01-29 09:55:00,2009,1,9,83,2
Common Gallinule,United States,28-09-2004 12:10,"A medium-sized bird with a dark plumage, a red bill, and a distinctive loud, cackling call",Unknown,Dark and Red,2004-09-28 12:10:00,2004,9,12,90,2
American Coot,United States,02-03-2011 14:35,"A medium-sized water bird with a black plumage, a distinctive white bill, and lobed toes",Unknown,Black and White,2011-03-02 14:35:00,2011,3,14,88,2
Sandhill Crane,United States,16-05-2006 16:55,"A large wading bird with a gray plumage, a red crown, and a loud, trumpeting call",Unknown,Gray and Red,2006-05-16 16:55:00,2006,5,16,81,2
Black-bellied Plover,United States,10-01-2009 09:55,"A medium-sized shorebird with a black and white plumage, a distinctive black belly patch, and a high-pitched whistle",Unknown,Black and White,2009-01-10 09:55:00,2009,1,9,116,2
American Avocet,United States,19-09-2004 12:10,"A medium-sized wading bird with a white and black plumage, a long, thin bill, and a distinctive ""kleet-kleet-kleet"" call,Unknown,White and Black",Unknown,White and Black,2004-09-19 12:10:00,2004,9,12,144,2
Black-necked Stilt,United States,14-02-2011 14:35,"A tall wading bird with a black and white plumage, long pink legs, and a distinctive upward-curved bill",Unknown,"Black, White, and Pink",2011-02-14 14:35:00,2011,2,14,103,3
Spotted Sandpiper,United States,25-05-2006 16:55,"A small sandpiper with a brown and white spotted plumage, a distinctive teetering motion, and a whistling call",Unknown,Brown and White,2006-05-25 16:55:00,2006,5,16,110,2
Solitary Sandpiper,United States,28-01-2009 09:55,"A small sandpiper with a brown and white spotted plumage, a distinctive ""weet-weet"" call, and a solitary nature,Unknown,Brown and White, and a solitary nature",Unknown,Brown and White,2009-01-28 09:55:00,2009,1,9,158,2
Willet,United States,05-09-2004 12:10,"A large shorebird with a gray and white plumage, a long, straight bill, and a loud, piercing call",Unknown,Gray and White,2004-09-05 12:10:00,2004,9,12,97,2
Greater Yellowlegs,United States,23-01-2011 14:35,"A large sandpiper with a mottled brown plumage, a long, slender bill, and a loud, clear call",Unknown,Brown,2011-01-23 14:35:00,2011,1,14,92,1
Lesser Yellowlegs,United States,15-05-2006 16:55,"A medium-sized sandpiper with a mottled brown plumage, a long, straight bill, and a distinctive ""tu-tu-tu"" call,Unknown,Brown",Unknown,Brown,2006-05-15 16:55:00,2006,5,16,125,1
Upland Sandpiper,United States,30-01-2009 09:55,"A medium-sized shorebird with a mottled brown plumage, a long, slender neck, and a distinctive ""wolf whistle"" call,Unknown,Brown",Unknown,Brown,2009-01-30 09:55:00,2009,1,9,128,1
Wilson's Phalarope,United States,29-09-2004 12:10,"A small sandpiper with a gray and white plumage, a long, thin bill, and a distinctive spinning feeding behavior",Unknown,Gray and White,2004-09-29 12:10:00,2004,9,12,111,2
Red-necked Phalarope,United States,18-02-2011 14:35,"A small sandpiper with a gray and white plumage, a red neck and throat, and a distinctive spinning feeding behavior",Unknown,"Gray, White, and Red",2011-02-18 14:35:00,2011,2,14,115,3
Franklin's Gull,United States,26-05-2006 16:55,"A medium-sized gull with a gray back, a white underside, and a distinctive black head",Unknown,"Gray, White, and Black",2006-05-26 16:55:00,2006,5,16,85,3
Bonaparte's Gull,United States,27-01-2009 09:55,"A small gull with a gray back, a white underside, and a distinctive black head and red bill",Unknown,"Gray, White, Black, and Red",2009-01-27 09:55:00,2009,1,9,91,4
Ring-billed Gull,United States,05-09-2004 12:10,"A medium-sized gull with a white plumage, a gray back, and a black ring around its yellow bill",Unknown,White and Gray,2004-09-05 12:10:00,2004,9,12,94,2
Herring Gull,United States,30-01-2011 14:35,"A large gull with a gray back, a white head, and a yellow bill with a red spot",Unknown,"Gray, White, and Yellow",2011-01-30 14:35:00,2011,1,14,78,3
Iceland Gull,United States,15-05-2006 16:55,"A medium-sized gull with a pale gray and white plumage, a distinctive ""kiyah"" call, and a fondness for icy habitats,Unknown,Pale Gray and White, and a fondness for icy habitats",Unknown,Pale Gray and White,2006-05-15 16:55:00,2006,5,16,176,2
Glaucous-winged Gull,United States,18-01-2009 09:55,"A large gull with a gray back, a white head, and pale gray wingtips",Unknown,Gray and White,2009-01-18 09:55:00,2009,1,9,67,2
